title,link,published,source,category,text,summary
"The Download: brain-computer interfaces, and teaching an AI model to give therapy",https://www.technologyreview.com/2025/04/01/1114065/the-download-brain-computer-interfaces-and-teaching-an-ai-model-to-give-therapy/,"Tue, 01 Apr 2025 12:10:00 +0000",MIT Technology Review,Technology,"Brain computer interfaces (BCIs) are electrodes put in paralyzed people’s brains so they can use imagined movements to send commands from their neurons through a wire, or via radio, to a computer. In this way, they can control a computer cursor or, in few cases, produce speech.

Recently, this field has taken some strides toward real practical applications. About 25 clinical trials of BCI implants are currently underway. And this year MIT Technology Review readers have selected these brain-computer interfaces as their addition to our annual list of 10 Breakthrough Technologies. Read the full story.

—Antonio Regalado

How do you teach an AI model to give therapy?

—James O'Donnell



On March 27, the results of the first clinical trial for a generative AI therapy bot were published, and they showed that people in the trial who had depression or anxiety or were at risk for eating disorders benefited from chatting with a bot.



I was surprised by those results. There are lots of reasons to be skeptical that an AI model trained to provide therapy is the solution for millions of people experiencing a mental health crisis. But their findings suggest that the right selection of training data is vital. Read the full story.

This story originally appeared in The Algorithm, our weekly newsletter on AI. To get stories like this in your inbox first, sign up here.","Brain computer interfaces (BCIs) are electrodes put in paralyzed people’s brains so they can use imagined movements to send commands from their neurons through a wire, or via radio, to a computer. In ..."
Brain-computer interfaces face a critical test,https://www.technologyreview.com/2025/04/01/1114009/brain-computer-interfaces-10-breakthrough-technologies-2025/,"Tue, 01 Apr 2025 10:00:00 +0000",MIT Technology Review,Technology,"Implanted BCIs are electrodes put in paralyzed people’s brains so they can use imagined movements to send commands from their neurons through a wire, or via radio, to a computer. In this way, they can control a computer cursor or, in few cases, produce speech.

Recently, this field has taken some strides toward real practical applications. About 25 clinical trials of BCI implants are currently underway. And this year MIT Technology Review readers have selected these brain-computer interfaces as their addition to our annual list of 10 Breakthrough Technologies, published in January.

BCIs won by a landslide to become the “11th Breakthrough,” as we call it. It beat out three runners-up: continuous glucose monitors, hyperrealistic deepfakes, and methane-detecting satellites.

The impression of progress comes thanks to a small group of companies that are actively recruiting volunteers to try BCIs in clinical trials. They are Neuralink, backed by the world’s richest person, Elon Musk; New York–based Synchron; and China’s Neuracle Neuroscience.

Each is trialing interfaces with the eventual goal of getting the field’s first implanted BCI approved for sale.

“I call it the translation era,” says Michelle Patrick-Krueger, a research scientist who carried out a detailed survey of BCI trials with neuroengineer Jose Luis Contreras-Vidal at the University of Houston. “In the past couple of years there has been considerable private investment. That creates excitement and allows companies to accelerate.”

That’s a big change, since for years BCIs have been more like a neuroscience parlor trick, generating lots of headlines but little actual help to patients.

Patrick-Krueger says the first time a person controlled a computer cursor from a brain implant was in 1998. That was followed by a slow drip-drip of tests in which university researchers would find a single volunteer, install an implant, and carry out studies for months or years.","Implanted BCIs are electrodes put in paralyzed people’s brains so they can use imagined movements to send commands from their neurons through a wire, or via radio, to a computer. In this way, they can..."
How do you teach an AI model to give therapy?,https://www.technologyreview.com/2025/04/01/1114059/how-do-you-teach-an-ai-model-to-give-therapy/,"Tue, 01 Apr 2025 09:00:00 +0000",MIT Technology Review,Technology,"The researchers, a team of psychiatrists and psychologists at Dartmouth College’s Geisel School of Medicine, acknowledge these questions in their work. But they also say that the right selection of training data—which determines how the model learns what good therapeutic responses look like—is the key to answering them.

Finding the right data wasn’t a simple task. The researchers first trained their AI model, called Therabot, on conversations about mental health from across the internet. This was a disaster.

If you told this initial version of the model you were feeling depressed, it would start telling you it was depressed, too. Responses like, “Sometimes I can’t make it out of bed” or “I just want my life to be over” were common, says Nick Jacobson, an associate professor of biomedical data science and psychiatry at Dartmouth and the study’s senior author. “These are really not what we would go to as a therapeutic response.”

The model had learned from conversations held on forums between people discussing their mental health crises, not from evidence-based responses. So the team turned to transcripts of therapy sessions. “This is actually how a lot of psychotherapists are trained,” Jacobson says.

That approach was better, but it had limitations. “We got a lot of ‘hmm-hmms,’ ‘go ons,’ and then ‘Your problems stem from your relationship with your mother,’” Jacobson says. “Really tropes of what psychotherapy would be, rather than actually what we’d want.”

It wasn’t until the researchers started building their own data sets using examples based on cognitive behavioral therapy techniques that they started to see better results. It took a long time. The team began working on Therabot in 2019, when OpenAI had released only its first two versions of its GPT model. Now, Jacobson says, over 100 people have spent more than 100,000 human hours to design this system.

The importance of training data suggests that the flood of companies promising therapy via AI models, many of which are not trained on evidence-based approaches, are building tools that are at best ineffective, and at worst harmful.

Looking ahead, there are two big things to watch: Will the dozens of AI therapy bots on the market start training on better data? And if they do, will their results be good enough to get a coveted approval from the US Food and Drug Administration? I’ll be following closely. Read more in the full story.

This story originally appeared in The Algorithm, our weekly newsletter on AI. To get stories like this in your inbox first, sign up here.","The researchers, a team of psychiatrists and psychologists at Dartmouth College’s Geisel School of Medicine, acknowledge these questions in their work. But they also say that the right selection of tr..."
"The Download: generative AI therapy, and the future of 23andMe’s genetic data",https://www.technologyreview.com/2025/03/31/1114041/the-download-generative-ai-therapy-and-the-future-of-23andmes-genetic-data/,"Mon, 31 Mar 2025 12:10:00 +0000",MIT Technology Review,Technology,"I’ve combed the internet to find you today’s most fun/important/scary/fascinating stories about technology.

1 Meet the online activists fighting back against ICE raids

Their networks are warning migrants about ICE officer hotspots in major cities. (WP $)

+ Noncitizens are growing increasingly anxious. (NPR)

2 US health experts were ordered to bury a measles forecast

The assessment warned the risk of catching the virus was high in areas with lower vaccination rates. (ProPublica)

+ The former US covid chief has called the outbreak wholly preventable. (Politico)

+ How measuring vaccine hesitancy could help health professionals tackle it. (MIT Technology Review)

3 Donald Trump is confident a TikTok deal is forthcoming

Ahead of the impending deadline on Saturday. (Reuters)

4 China’s efforts to clean up air pollution are accelerating global warming

Its dirty air had been inadvertently cooling the planet. (New Scientist $)

+ Who’s to blame for climate change? It’s surprisingly complicated. (MIT Technology Review)

5 Brands are spending small amounts on X to appease Elon Musk

They’re doing what they can to avoid triggering a public fallout with the billionaire. (FT $)

+ Musk’s X has a new owner—it’s, err, Musk’s xAI. (CNBC)



6 Campaigners are calling to pause a mental health inpatient monitoring system

The Oxevision system remotely tracks patients’ breathing and heart rates. (The Guardian)

+ This AI-powered “black box” could make surgery safer. (MIT Technology Review)

7 The US and China are locked in a race to produce the first useful humanoid robot

The first to succeed will dominate the future of many labor-intensive industries. (WSJ $)

+ Beijing is treating humanoid robots as a major future industry. (WP $)

8 Data center operators are inking solar power deals

It’s a proven, clean technology that is relatively low-cost. (TechCrunch)

+ The cost of AI services is dropping. (The Information $)

+ Why the US is still trying to make mirror-magnified solar energy work. (MIT Technology Review)","I’ve combed the internet to find you today’s most fun/important/scary/fascinating stories about technology.

1 Meet the online activists fighting back against ICE raids

Their networks are warning mig..."
The first trial of generative AI therapy shows it might help with depression,https://www.technologyreview.com/2025/03/28/1114001/the-first-trial-of-generative-ai-therapy-shows-it-might-help-with-depression/,"Fri, 28 Mar 2025 17:07:35 +0000",MIT Technology Review,Technology,"Many psychologists and psychiatrists have shared the vision, noting that fewer than half of people with a mental disorder receive therapy, and those who do might get only 45 minutes per week. Researchers have tried to build tech so that more people can access therapy, but they have been held back by two things.

One, a therapy bot that says the wrong thing could result in real harm. That’s why many researchers have built bots using explicit programming: The software pulls from a finite bank of approved responses (as was the case with Eliza, a mock-psychotherapist computer program built in the 1960s). But this makes them less engaging to chat with, and people lose interest. The second issue is that the hallmarks of good therapeutic relationships—shared goals and collaboration—are hard to replicate in software.

In 2019, as early large language models like OpenAI’s GPT were taking shape, the researchers at Dartmouth thought generative AI might help overcome these hurdles. They set about building an AI model trained to give evidence-based responses. They first tried building it from general mental-health conversations pulled from internet forums. Then they turned to thousands of hours of transcripts of real sessions with psychotherapists.

“We got a lot of ‘hmm-hmms,’ ‘go ons,’ and then ‘Your problems stem from your relationship with your mother,’” said Nick Jacobson, an associate professor of biomedical data science and psychiatry at Dartmouth and the study's senior author, in an interview. “Really tropes of what psychotherapy would be, rather than actually what we’d want.”

Dissatisfied, they set to work assembling their own custom data sets based on evidence-based practices, which is what ultimately went into the model. Many AI therapy bots on the market, in contrast, might be just slight variations of foundation models like Meta’s Llama, trained mostly on internet conversations. That poses a problem, especially for topics like disordered eating.

“If you were to say that you want to lose weight,” Jacobson says, “they will readily support you in doing that, even if you will often have a low weight to start with.” A human therapist wouldn’t do that.

To test the bot, the researchers ran an eight-week clinical trial with 210 participants who had symptoms of depression or generalized anxiety disorder or were at high risk for eating disorders. About half had access to Therabot, and a control group did not. Participants responded to prompts from the AI and initiated conversations, averaging about 10 messages per day.

Participants with depression experienced a 51% reduction in symptoms, the best result in the study. Those with anxiety experienced a 31% reduction, and those at risk for eating disorders saw a 19% reduction in concerns about body image and weight. These measurements are based on self-reporting through surveys, a method that’s not perfect but remains one of the best tools researchers have.","Many psychologists and psychiatrists have shared the vision, noting that fewer than half of people with a mental disorder receive therapy, and those who do might get only 45 minutes per week. Research..."
Trump's tariff gambit will raise the stakes for an economy already looking fragile,https://www.cnbc.com/2025/04/01/trumps-tariff-gambit-will-raise-the-stakes-for-an-economy-already-looking-fragile.html,"Tue, 01 Apr 2025 18:19:40 GMT",CNBC,Finance,"U.S. President Donald Trump speaks alongside entertainer Kid Rock before signing an executive order in the Oval Office of the White House on March 31, 2025 in Washington, DC.

President Donald Trump is set Wednesday to begin the biggest gamble of his nascent second term, wagering that broad-based tariffs on imports will jumpstart a new era for the U.S. economy.

The stakes couldn't be higher.

As the president prepares his ""liberation day"" announcement, household sentiment is at multi-year lows. Consumers worry that the duties will spark another round of painful inflation, and investors are fretting that higher prices will mean lower profits and a tougher slog for the battered stock market.

What Trump is promising is a new economy not dependent on deficit spending, where Canada, Mexico, China and Europe no longer take advantage of the U.S. consumer's desire for ever-cheaper products.

The big problem right now is no one outside the administration knows quite how those goals will be achieved, and what will be the price to pay.

""People always want everything to be done immediately and have to know exactly what's going on,"" said Joseph LaVorgna, who served as a senior economic advisor during Trump's first term in office. ""Negotiations themselves don't work that way. Good things take time.""

For his part, LaVorgna, who is now chief economist at SMBC Nikko Securities, is optimistic Trump can pull it off, but understands why markets are rattled by the uncertainty of it all.

""This is a negotiation, and it needs to be judged in the fullness of time,"" he said. ""Eventually we're going to get some details and some clarity, and to me, everything will fit together. But right now, we're at that point where it's just too soon to know exactly what the implementation is likely to look like.""

Here's what we do know: The White House intends to implement ""reciprocal"" tariffs against its trading partners. In other words, the U.S. is going to match what other countries charge to import American goods into their countries. Most recently, a figure of 20% blanket tariffs has been bandied around, though LaVorgna said he expects the number to be around 10%, but something like 60% for China.

What is likely to emerge, though, will be far more nuanced as Trump seeks to reduce a record $131.4 billion U.S. trade deficit. Trump professes his ability to make deals, and the saber-rattling of draconian levies on other countries is all part of the strategy to get the best arrangement possible where more goods are manufactured domestically, boosting American jobs and providing a fairer landscape for trade.

The consequences, though, could be rough in the near term.","U.S. President Donald Trump speaks alongside entertainer Kid Rock before signing an executive order in the Oval Office of the White House on March 31, 2025 in Washington, DC.

President Donald Trump i..."
"Trump's upcoming tariffs 'will be effective immediately,' White House says",https://www.cnbc.com/2025/04/01/trump-tariff-timeline-effective-april-2.html,"Tue, 01 Apr 2025 17:59:20 GMT",CNBC,Finance,"U.S. President Donald Trump delivers remarks in the Oval Office at the White House, in Washington, D.C., U.S., March 21, 2025.

President Donald Trump's forthcoming tariffs will take effect right after they are unveiled on Wednesday, the White House said.

""My understanding is that the tariff announcement will come tomorrow. They will be effective immediately,"" press secretary Karoline Leavitt told reporters Tuesday.

""The president has been teasing this for quite some time,"" Leavitt said, noting that Trump has repeatedly hyped up April 2 as America's ""liberation day.""

Trump has said that he will impose ""reciprocal tariffs"" that day, suggesting that many countries with their own duties on U.S. goods could suddenly face new trade barriers. He has touted the policy as ""the big one"" and recently said it will ""start with all countries.""

But much about the plan remains unclear, including the scope and severity of the tariffs and how they will be calculated.","U.S. President Donald Trump delivers remarks in the Oval Office at the White House, in Washington, D.C., U.S., March 21, 2025.

President Donald Trump's forthcoming tariffs will take effect right afte..."
DOJ to seek death penalty for Luigi Mangione in CEO Brian Thompson murder case,https://www.cnbc.com/2025/04/01/luigi-mangione-death-penalty-brian-thompson.html,"Tue, 01 Apr 2025 17:53:44 GMT",CNBC,Finance,"FILE PHOTO: Luigi Mangione, the suspect in the killing of UnitedHealth Group chief executive Brian Thompson, appears in Manhattan Supreme Court on New York state murder and terrorism charges in New York City, U.S., February 21, 2025.

Attorney General Pam Bondi on Tuesday said she had ordered federal prosecutors to seek the death penalty against Luigi Mangione, who is charged with murdering UnitedHealthcare CEO Brian Thompson in New York City in December.

""Luigi Mangione's murder of Brian Thompson — an innocent man and father of two young children — was a premeditated, cold-blooded assassination that shocked America,"" Bondi said in a statement issued by the Department of Justice.

""After careful consideration, I have directed federal prosecutors to seek the death penalty in this case as we carry out President Trump's agenda to stop violent crime and Make America Safe Again,"" the attorney general said.

Karen Agnifilo, Mangione's lawyer, condemned Bondi's decision.

""By seeking to murder Luigi Mangione, the Justice Department has moved from the dysfunctional to the barbaric,"" Agnifilo said in a statement.

""Their decision to execute Luigi is political and goes against the recommendation of the local federal prosecutors, the law, and historical precedent,"" the attorney said.

""While claiming to protect against murder, the federal government moves to commit the pre-meditated, state-sponsored murder of Luigi,"" Agnifilo said.

""By doing this, they are defending the broken, immoral, and murderous healthcare industry that continues to terrorize the American people.""","FILE PHOTO: Luigi Mangione, the suspect in the killing of UnitedHealth Group chief executive Brian Thompson, appears in Manhattan Supreme Court on New York state murder and terrorism charges in New Yo..."
"'Nowhere to absorb it': From consumer small business to big food, the Trump tariff cost warnings mount",https://www.cnbc.com/2025/04/01/trump-liberation-day-tariffs-consumer-food-cost-price-warning.html,"Tue, 01 Apr 2025 18:46:10 GMT",CNBC,Finance,"President Donald Trump holds an executive order about tariffs increase, flanked by U.S. Commerce Secretary Howard Lutnick, in the Oval Office of the White House in Washington, D.C., U.S., February 13, 2025. Kevin Lamarque | Reuters

Fear of rising supply chain costs as a result of President Donald Trump's new tariffs expected to be implemented Wednesday — ""Liberation Day,"" as Trump calls it — have small to medium-sized businesses turning down opportunities to expand their market share with too much economic uncertainty surrounding prices in the near future. On Tuesday, Trump said the tariffs plan is ready and the administration said the trade taxes will take effect ""immediately."" ""This is heartbreaking,"" said Anjali Bhargava, founder of Anjali's Cup, which makes retail spice packages. Bhargava's Ayurveda-inspired turmeric and chai blends — made with spices sourced from Vietnam, Thailand, Africa, and South America; tea and peppercorn from India; safran from Afghanistan; and special retail tin packaging made in China — are sold through retailers including Whole Foods, and there is little room for major price changes. ""My margins are thin,"" Bhargava said. ""The people I'm working with, independent foreign farmers securing their 2024 spice harvest, these are spices not grown at the scale I need here in the United States."" The threat of the global tariffs already have the small business owner rethinking plans for core marketing efforts. In June, the Specialty Food Association's big event takes place, the SFA Summer Fancy Food Show, but Bhargava said she may not attend because the packaging she needs for products may no longer be available at a price that can be absorbed. ""I have bootstrapped with pivots, but this is so challenging, I am at a point with my business where I can finally put my foot on the gas but now I don't know if it's going to be feasible to keep the business going,"" said Bhargava.

Zoom In Icon Arrows pointing outwards Anjali's cup tins made in China Anjali's Cup

Four years ago, she moved manufacturing of her spice tins to China because of the cost and quality as she aimed for more market share from national retailers like Whole Foods, in addition to her online business. But tariffs that force her to create new domestic supply chains threaten growth. ""I will have to reconsider my entire retail strategy because the packing cost is unsustainable,"" Bhargava said. ""Trying to compete on the retail shelf I have beautiful retail tins, and to order tins in the U.S., the cost would be double and at astronomical quantities."" Bhargava said like countless other small business owners balancing quality and affordability on a knife's edge, the proposed tariffs threaten not just her livelihood but the very essence of what makes the U.S. marketplace diverse, authentic, and innovative. Bhargava said she has been trying to stock up on ingredients that go into the tins, within limits, but the impact of tariffs on her business affect many other companies at the same time. ""I supply to coffee companies and other smaller companies. I have warehouses and trucking services that move my product. There are many parts within the world of food,"" she said. ""I have been lucky to get this far, but my business future feels so unpredictable because of the tariffs."" Bruce Kaminstein, former owner and CEO of cleaning products company Casabella, and now an angel investor in consumer product companies, said tariffs can price companies like Bhargava's out of business, which ultimately lowers consumer choice. ""We will lose innovation and essentially the American Dream,"" said Kaminstein. ""I saw this firsthand when I sold Casabella in other countries with a high tariff. There was less product choice for consumers."" He said while he is in favor of a ""level paying field"" where U.S. brands can sell overseas ""without tariff prejudice, there needs to be a scalpel approach in executing."" ""For some industries, you cannot source everything in the United States,"" he said. Supply chains already 'tapped out' say big food companies Anjali's Cup is just one example of many companies both large and small facing the new trade war at an economic moment when the ability to take more price is getting harder. In a letter to the White House, the Consumer Brands Association, which represents approximately 90 iconic brands like Coca-Cola , McCormick Spices , and Clorox , wrote the ""current one-size-fits-all approach for protecting domestic manufacturers"" needs to be adjusted to reflect supply chain constraints, and the reality in commodity and import markets. Tom Madrecki, vice president of campaigns and special projects for the Consumer Brands Association, said its member companies are the largest employer in the domestic manufacturing sector, but they can't frontload products ahead of tariffs due to spoiling and seasonal demand trends in food. Members include General Mills , Colgate-Palmolive , and Mondelez , and Madrecki said many are in favor of ""America First"" policy and manufacture products in rural parts of the country. ""No one is contesting that,"" Madrecki said of the goal to have more domestic manufacturing. ""The issue is supply chains are incredibly tapped out, costs are high, ingredient costs are high, there is continued grocery inflation, and consumers are concerned. There is no margin on these products,"" he said. And he added that unlike the trade war during Trump's first term, at a time in the economy when inflation was much lower and costs could be absorbed, ""This time there is nowhere to absorb it. Prices will have to increase or U.S. manufacturers will bear the brunt.""

Canadian oats are a good example of a commodity market where tariffs will have a big impact on food staples. The grain is used in many cereals because there are not enough domestic oats to meet demand. Canada is the world's largest producer and exporter of oats, and over 90% of the oats milled for food in the U.S. are sourced from Canada. Growing conditions are better in Canada, Madrecki said, and due to a decline in oat acreage in the U.S. that dates all the way back to the 1940s, there is no longer a viable system for growing, storing and transporting U.S. oats from farms to mills at the scale needed for the food industry. Iowa's economy will face a big hit from tariffs on Canadian oats. ""Two of the largest oat purchasers in the world are U.S. consumer product group companies that employ thousands of workers in Cedar Rapids, Iowa,"" Madrecki said. ""Both are dependent on oats from Canada to make their food products here."" Trade and transportation costs will pile up Nick Rakovsky, CEO of DataDocks, a global supply chain scheduling system scheduling system, said the economics of trade war and the cost impacts require analysis that goes beyond the importing of products from foreign countries. ""I don't see just the topline number of the tariff,"" said Rakovsky. ""I am looking at the whole operation, the supply chain, and how everything can be affected. There is so much to consider when pivoting to a new supplier."" Companies looking to change suppliers need to review the location of the new sourcing material and where the new suppliers are located, if they are near the same ports currently being used, any new local laws and regulations, business costs associated with special licenses, quality control, and even how the freight is packed. ""If labor opens the doors of the container and it is not packed the usual way because the supplier does it different than the previous supplier, it could take a longer time to unload,"" Rakovsky said. ""This costs more money. So even the way freight is unpacked needs to be considered. In the end, a company has to ask, does pivoting to mitigate the cost of tariffs save money?"" Consumer goods such as knives are now facing a double whammy of tariffs on foreign manufacturing and foreign steel. Eunice Byun, who cofounded kitchen product company Material Kitchen seven years ago after a career at Goldman Sachs, sells her products online, and in retailers such as the Container Store, Bloomingdales and Saks. Material Kitchen's knives are made in China, Korea, and India. ""With the Trump tariffs we have had to increase prices for our steak knives (set of 3) from $90 to $110,"" said Byun. ""We also have a new product out of Finland that could now be tariffed. This is something we had never planned for. We will now have to see how that impacts pricing."" To mitigate the China tariffs, Byun was looking to move some production to Canada, but with the Trump trade war now brewing there has stopped that planning. Byun said the biggest cloud of uncertainty for her business is inventory management. ""As a growing company, you are one viral video away from your inventory being sold out. It's the hardest thing to control. We are riding this wave and we need more clarification on what the tariffs are and when regions will be impacted."" Over the short term, frontloading products is an option if the product has a shelf life. Over the long term, however, the duration of a tariff needs to be factored into every business. Any tariffs implemented by Trump could be reversed by a subsequent administration. For example, President Biden lifted tariffs on steel and aluminum in October 2021. But the question of tariff duration is another issue that is leading industries to weigh the pros and cons of changing supply chains. ""It's not like you just go get a new supplier and start working with them,"" said Brian Farley, vice president at business intelligence firm Dun & Bradstreet. ""Unless you have already nurtured an appropriate replacement relationship. Those things take time.""","President Donald Trump holds an executive order about tariffs increase, flanked by U.S. Commerce Secretary Howard Lutnick, in the Oval Office of the White House in Washington, D.C., U.S., February 13,..."
Meta's head of AI research announces departure,https://www.cnbc.com/2025/04/01/metas-head-of-ai-research-announces-departure.html,"Tue, 01 Apr 2025 18:21:47 GMT",CNBC,Finance,"Meta CEO Mark Zuckerberg holds a smartphone as he makes a keynote speech at the Meta Connect annual event at the company's headquarters in Menlo Park, California, on Sept. 25, 2024.

Meta's head of artificial intelligence research announced Tuesday that she will be leaving the company.

Joelle Pineau, the company's vice president of AI research, announced her departure in a LinkedIn post, saying her last day at the social media company will be May 30.

Her departure comes at a challenging time for Meta. CEO Mark Zuckerberg has made AI a top priority, investing billions of dollars in an effort to become the market leader ahead of rivals like OpenAI and Google .

Zuckerberg has said that it is his goal for Meta to build an AI assistant with more than 1 billion users and artificial general intelligence, which is a term used to describe computers that can think and take actions comparable to humans.

""As the world undergoes significant change, as the race for AI accelerates, and as Meta prepares for its next chapter, it is time to create space for others to pursue the work,"" Pineau wrote. ""I will be cheering from the sidelines, knowing that you have all the ingredients needed to build the best AI systems in the world, and to responsibly bring them into the lives of billions of people.""","Meta CEO Mark Zuckerberg holds a smartphone as he makes a keynote speech at the Meta Connect annual event at the company's headquarters in Menlo Park, California, on Sept. 25, 2024.

Meta's head of ar..."
Andreessen Horowitz in talks to help buy out TikTok’s Chinese owners,https://www.ft.com/content/f88f61aa-164d-420f-9a77-d1a4facc4638,"Tue, 01 Apr 2025 17:38:25 GMT",Financial Times,Finance,"Try unlimited access Only $1 for 4 weeks

Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial.","Try unlimited access Only $1 for 4 weeks

Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial."
"Klarna hit by buy now, pay later backlash as it targets $15bn IPO",https://www.ft.com/content/ea545491-efdd-4e32-a01f-cd451d42470e,"Tue, 01 Apr 2025 04:00:48 GMT",Financial Times,Finance,"Join FT Edit Only Rs449 per month

Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, access content via the FT Edit page on FT.com, receive the FT Edit newsletter or download our award winning FT Edit app on iOS devices.","Join FT Edit Only Rs449 per month

Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, access content via the FT Edit page on FT.com, receive the FT Edit newsle..."
Ten weeks that shook the world,https://www.ft.com/content/510069b5-75e5-4f1d-b382-56217f3866bb,"Tue, 01 Apr 2025 11:39:57 GMT",Financial Times,Finance,"Policy Shifts Explained Gain insight into the policies shaping international trade and finance.

Global Trade Expertise Read exclusive interviews with top policymakers and industry leaders along with expert insights from Martin Wolf and Rana Foroohar.

Alan Beattie’s Column Thursdays: The Trade Secrets column offers insights into the business and politics of trade.","Policy Shifts Explained Gain insight into the policies shaping international trade and finance.

Global Trade Expertise Read exclusive interviews with top policymakers and industry leaders along with ..."
How a $1.4tn Trump trade war could unfold,https://www.ft.com/content/c21f29d6-f8c5-4596-8652-42c0be96a269,"Tue, 01 Apr 2025 04:00:48 GMT",Financial Times,Finance,"Join FT Edit Only Rs4490 a year

Get 2 months free with an annual subscription at was Rs5388 now Rs4490. Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, access content via the FT Edit page on FT.com, receive the FT Edit newsletter or download our award winning FT Edit app on iOS devices.","Join FT Edit Only Rs4490 a year

Get 2 months free with an annual subscription at was Rs5388 now Rs4490. Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, acc..."
EU brandishes ‘strong plan’ to retaliate against US tariffs,https://www.ft.com/content/19ee5f60-106c-4dd9-a55d-f7e4d36861b5,"Tue, 01 Apr 2025 10:08:57 GMT",Financial Times,Finance,"Try unlimited access Only $1 for 4 weeks

Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial.","Try unlimited access Only $1 for 4 weeks

Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial."
